# 
# Solution parameters:
# - mu = 1
# - rh = 0.10
# - Omega_H = 0.95
# - m = 1
# - c = 1 (radial coord compactification parameter)
#
# Convention for Wbar = r^p * W
# - p = 2
#
# Physical quantities
# - M = 0.48164927063956164
# - J = 0.4346920987072365
# - Mmat/M = 0.8940662182663005
# - Jmat/J = 0.999714605185868
#
  0.0000000000000000E+00  0.0000000000000000E+00  0.1141240860145128E+00  0.1141243178308056E+00 -0.1149454657692638E+00  0.9500000000006021E-02  0.0000000000000000E+00  0.3654601712131117E-02  0.3654602559312565E-02  0.0000000000000000E+00
  0.3846153846153846E-02  0.0000000000000000E+00  0.1141038774963802E+00  0.1141041089163377E+00 -0.1149252701119221E+00  0.9493713037230810E-02  0.3545639165319688E-44  0.3659936059792023E-02  0.3659936906874895E-02  0.5294149515004913E-46
  0.7692307692307693E-02  0.0000000000000000E+00  0.1140429386818315E+00  0.1140431693549111E+00 -0.1148643705967367E+00  0.9474736100990842E-02  0.1719088478503285E-44  0.3676079926232744E-02  0.3676080774405874E-02  0.3356852360190761E-48
  0.1153846153846154E-01  0.0000000000000000E+00  0.1139412722257505E+00  0.1139415020645253E+00 -0.1147627703513816E+00  0.9443013138503998E-02 -0.9707589036456498E-45  0.3703209912897861E-02  0.3703210764263985E-02 -0.2551956452729590E-47
  0.1538461538461539E-01  0.0000000000000000E+00  0.1137995141553651E+00  0.1137997431034907E+00 -0.1146211053684200E+00  0.9398648068023424E-02  0.1123271287037643E-44  0.3741454887521359E-02  0.3741455744356715E-02  0.1367368539234784E-46
  0.1923076923076923E-01  0.0000000000000000E+00  0.1136189173051501E+00  0.1136191453182463E+00 -0.1144406281537531E+00  0.9341903342027934E-02  0.3990764162154259E-45  0.3790894974134654E-02  0.3790895838751808E-02  0.2624031280370788E-46
  0.2307692307692308E-01  0.0000000000000000E+00  0.1134013099046402E+00  0.1134015369474717E+00 -0.1142231663400167E+00  0.9273193095642616E-02  0.2028780275783968E-44  0.3851561664143313E-02  0.3851562538861154E-02  0.7845136179675843E-47
  0.2692307692307692E-01  0.0000000000000000E+00  0.1131490319620819E+00  0.1131492580072645E+00 -0.1139710590891134E+00  0.9193071268635333E-02  0.1533926176577281E-44  0.3923439022799577E-02  0.3923439909926078E-02 -0.2387403836635429E-46
  0.3076923076923077E-01  0.0000000000000000E+00  0.1128648538738777E+00  0.1128650789011149E+00 -0.1136870757265334E+00  0.9102215419999712E-02  0.1007792803252602E-46  0.4006465911387719E-02  0.4006466813206545E-02  0.7724367981933012E-47
  0.3461538461538462E-01  0.0000000000000000E+00  0.1125518827928338E+00  0.1125521067882803E+00 -0.1133743221396083E+00  0.9001407203260106E-02 -0.1795198279586719E-46  0.4100539097908000E-02  0.4100540016667322E-02 -0.1433942086136685E-46
  0.3846153846153846E-01  0.0000000000000000E+00  0.1122134627753614E+00  0.1122136857309465E+00 -0.1130361409583814E+00  0.8891510623694815E-02 -0.2917347955813548E-45  0.4205517093219912E-02  0.4205518031122688E-02  0.1315665931480400E-46
  0.4230769230769231E-01  0.0000000000000000E+00  0.1118530746078905E+00  0.1118532965205791E+00 -0.1126760114177149E+00  0.8773449247945561E-02  0.1627722690117860E-45  0.4321224527642650E-02  0.4321225486838204E-02 -0.3003928815903243E-47
  0.4615384615384616E-01  0.0000000000000000E+00  0.1114742405695147E+00  0.1114744614405333E+00 -0.1122974541559895E+00  0.8648183487223494E-02 -0.3075451264747174E-45  0.4447456875339668E-02  0.4447457857916545E-02 -0.1883222151475699E-47
  0.5000000000000000E-01  0.0000000000000000E+00  0.1110804383652217E+00  0.1110806581993008E+00 -0.1119039451832395E+00  0.8516688944193494E-02 -0.1963111820743015E-45  0.4583985339312772E-02  0.4583986347292897E-02 -0.1466985860074953E-47
  0.5384615384615385E-01  0.0000000000000000E+00  0.1106750272333796E+00  0.1106752460380529E+00 -0.1114988420211339E+00  0.8379936624691884E-02  0.1284537914451978E-45  0.4730561726186805E-02  0.4730562761520995E-02 -0.4573942702667071E-47
  0.5769230769230770E-01  0.0000000000000000E+00  0.1102611879592805E+00  0.1102614057442715E+00 -0.1110853237456623E+00  0.8238875595590705E-02  0.9096316503103653E-48  0.4886923164161623E-02  0.4886924228726454E-02 -0.3167537550529185E-47
  0.6153846153846154E-01  0.0000000000000000E+00  0.1098418773516078E+00  0.1098420941283163E+00 -0.1106663454887669E+00  0.8094418444864864E-02 -0.3002659682650002E-46  0.5052796546318430E-02  0.5052797641914382E-02 -0.5420597288357920E-48
  0.6538461538461539E-01  0.0000000000000000E+00  0.1094197967563158E+00  0.1094200125374032E+00 -0.1102446069731049E+00  0.7947429690265862E-02  0.1243200649268253E-46  0.5227902611876559E-02  0.5227903740227390E-02  0.2001426060064286E-47
  0.6923076923076923E-01  0.0000000000000000E+00  0.1089973734428197E+00  0.1089975882418844E+00 -0.1098225339148007E+00  0.7798717103793264E-02  0.2432327298853032E-46  0.5411959607493499E-02  0.5411960770246579E-02  0.5107945963663891E-47
  0.7307692307692308E-01  0.0000000000000000E+00  0.1085767532104669E+00  0.1085769670417944E+00 -0.1094022706423365E+00  0.7649025778668407E-02  0.1150770724812288E-45  0.5604686497427832E-02  0.5604687696155452E-02 -0.2240338787466325E-49
