# Configuration I   : a typical boson star (BS) belonging to the main branch of BS solutions;
#                   - the input parameters are:  (r_H=0; w= 0.85; m=1)
#                   - ADM mass=1.25; ADM angular momentum 1.30
#                   - BH mass=0; BH angular momentum=0
#                   - Scalar field mass=1.25; Scalar field angular momentum=1.30
#
  0.0000000000000000E+00   0.0000000000000000E+00   0.2737472775689572E+00   0.2737472850181830E+00  -0.2986588230147550E+00   0.0000000000000000E+00   0.2388181250719419E-01
  0.3996003996003997E-02   0.0000000000000000E+00   0.2737471784141316E+00   0.2737471858642758E+00  -0.2986587026968408E+00   0.0000000000000000E+00   0.2388178758798532E-01
  0.7992007992007994E-02   0.0000000000000000E+00   0.2737468777490141E+00   0.2737468851996489E+00  -0.2986583378570369E+00   0.0000000000000000E+00   0.2388171202604153E-01
  0.1198801198801199E-01   0.0000000000000000E+00   0.2737463706838933E+00   0.2737463781339071E+00  -0.2986577225616357E+00   0.0000000000000000E+00   0.2388158459302042E-01
  0.1598401598401599E-01   0.0000000000000000E+00   0.2737456522124348E+00   0.2737456596611424E+00  -0.2986568507365228E+00   0.0000000000000000E+00   0.2388140403122489E-01
  0.1998001998001998E-01   0.0000000000000000E+00   0.2737447172074659E+00   0.2737447246542020E+00  -0.2986557161606777E+00   0.0000000000000000E+00   0.2388116905276004E-01
  0.2397602397602398E-01   0.0000000000000000E+00   0.2737435604173911E+00   0.2737435678615342E+00  -0.2986543124623073E+00   0.0000000000000000E+00   0.2388087833870215E-01
  0.2797202797202798E-01   0.0000000000000000E+00   0.2737421764628124E+00   0.2737421839037405E+00  -0.2986526331147066E+00   0.0000000000000000E+00   0.2388053053829274E-01
  0.3196803196803197E-01   0.0000000000000000E+00   0.2737405598332937E+00   0.2737405672703914E+00  -0.2986506714323658E+00   0.0000000000000000E+00   0.2388012426809455E-01
  0.3596403596403597E-01   0.0000000000000000E+00   0.2737387048837153E+00   0.2737387123163558E+00  -0.2986484205665610E+00   0.0000000000000000E+00   0.2387965811112682E-01
  0.3996003996003997E-01   0.0000000000000000E+00   0.2737366058307327E+00   0.2737366132582815E+00  -0.2986458735010716E+00   0.0000000000000000E+00   0.2387913061596990E-01
  0.4395604395604397E-01   0.0000000000000000E+00   0.2737342567489761E+00   0.2737342641707891E+00  -0.2986430230475931E+00   0.0000000000000000E+00   0.2387854029584608E-01
  0.4795204795204795E-01   0.0000000000000000E+00   0.2737316515671785E+00   0.2737316589825962E+00  -0.2986398618410521E+00   0.0000000000000000E+00   0.2387788562767089E-01
  0.5194805194805196E-01   0.0000000000000000E+00   0.2737287840642598E+00   0.2737287914726143E+00  -0.2986363823348780E+00   0.0000000000000000E+00   0.2387716505108100E-01
  0.5594405594405595E-01   0.0000000000000000E+00   0.2737256478651738E+00   0.2737256552657829E+00  -0.2986325767959782E+00   0.0000000000000000E+00   0.2387637696742773E-01
  0.5994005994005994E-01   0.0000000000000000E+00   0.2737222364366680E+00   0.2737222438288343E+00  -0.2986284372996219E+00   0.0000000000000000E+00   0.2387551973874158E-01
  0.6393606393606394E-01   0.0000000000000000E+00   0.2737185430829776E+00   0.2737185504659898E+00  -0.2986239557242326E+00   0.0000000000000000E+00   0.2387459168667042E-01
  0.6793206793206794E-01   0.0000000000000000E+00   0.2737145609412770E+00   0.2737145683144078E+00  -0.2986191237458948E+00   0.0000000000000000E+00   0.2387359109137786E-01
  0.7192807192807192E-01   0.0000000000000000E+00   0.2737102829771094E+00   0.2737102903396137E+00  -0.2986139328328288E+00   0.0000000000000000E+00   0.2387251619041778E-01
  0.7592407592407592E-01   0.0000000000000000E+00   0.2737057019795588E+00   0.2737057093306750E+00  -0.2986083742395702E+00   0.0000000000000000E+00   0.2387136517756618E-01
  0.7992007992007993E-01   0.0000000000000000E+00   0.2737008105563399E+00   0.2737008178952872E+00  -0.2986024390010323E+00   0.0000000000000000E+00   0.2387013620162154E-01
  0.8391608391608393E-01   0.0000000000000000E+00   0.2736956011287785E+00   0.2736956084547610E+00  -0.2985961179264451E+00   0.0000000000000000E+00   0.2386882736517316E-01
  0.8791208791208791E-01   0.0000000000000000E+00   0.2736900659265044E+00   0.2736900732387073E+00  -0.2985894015929511E+00   0.0000000000000000E+00   0.2386743672332236E-01
  0.9190809190809190E-01   0.0000000000000000E+00   0.2736841969820704E+00   0.2736842042796601E+00  -0.2985822803391096E+00   0.0000000000000000E+00   0.2386596228237200E-01
  0.9590409590409590E-01   0.0000000000000000E+00   0.2736779861253776E+00   0.2736779934075005E+00  -0.2985747442581684E+00   0.0000000000000000E+00   0.2386440199847203E-01
  0.9990009990009992E-01   0.0000000000000000E+00   0.2736714249779827E+00   0.2736714322437668E+00  -0.2985667831911893E+00   0.0000000000000000E+00   0.2386275377622998E-01
  0.1038961038961039E+00   0.0000000000000000E+00   0.2736645049470747E+00   0.2736645121956253E+00  -0.2985583867197849E+00   0.0000000000000000E+00   0.2386101546726595E-01
  0.1078921078921079E+00   0.0000000000000000E+00   0.2736572172194731E+00   0.2736572244498778E+00  -0.2985495441588745E+00   0.0000000000000000E+00   0.2385918486873914E-01
  0.1118881118881119E+00   0.0000000000000000E+00   0.2736495527552192E+00   0.2736495599665433E+00  -0.2985402445489560E+00   0.0000000000000000E+00   0.2385725972181434E-01
  0.1158841158841159E+00   0.0000000000000000E+00   0.2736415022810705E+00   0.2736415094723561E+00  -0.2985304766482594E+00   0.0000000000000000E+00   0.2385523771008729E-01
  0.1198801198801199E+00   0.0000000000000000E+00   0.2736330562838404E+00   0.2736330634541086E+00  -0.2985202289247110E+00   0.0000000000000000E+00   0.2385311645796465E-01
  0.1238761238761239E+00   0.0000000000000000E+00   0.2736242050033924E+00   0.2736242121516408E+00  -0.2985094895474906E+00   0.0000000000000000E+00   0.2385089352898505E-01
  0.1278721278721279E+00   0.0000000000000000E+00   0.2736149384255059E+00   0.2736149455507078E+00  -0.2984982463784271E+00   0.0000000000000000E+00   0.2384856642409375E-01
  0.1318681318681319E+00   0.0000000000000000E+00   0.2736052462744661E+00   0.2736052533755708E+00  -0.2984864869630699E+00   0.0000000000000000E+00   0.2384613257986039E-01
  0.1358641358641359E+00   0.0000000000000000E+00   0.2735951180054207E+00   0.2735951250813536E+00  -0.2984741985214755E+00   0.0000000000000000E+00   0.2384358936664132E-01
  0.1398601398601399E+00   0.0000000000000000E+00   0.2735845427964915E+00   0.2735845498461524E+00  -0.2984613679387040E+00   0.0000000000000000E+00   0.2384093408668389E-01
  0.1438561438561439E+00   0.0000000000000000E+00   0.2735735095406216E+00   0.2735735165628845E+00  -0.2984479817549946E+00   0.0000000000000000E+00   0.2383816397217039E-01
  0.1478521478521479E+00   0.0000000000000000E+00   0.2735620068371574E+00   0.2735620138308703E+00  -0.2984340261556279E+00   0.0000000000000000E+00   0.2383527618320025E-01
  0.1518481518481519E+00   0.0000000000000000E+00   0.2735500229831482E+00   0.2735500299471318E+00  -0.2984194869604459E+00   0.0000000000000000E+00   0.2383226780570733E-01
  0.1558441558441559E+00   0.0000000000000000E+00   0.2735375459643489E+00   0.2735375528973968E+00  -0.2984043496130211E+00   0.0000000000000000E+00   0.2382913584931012E-01
  0.1598401598401599E+00   0.0000000000000000E+00   0.2735245634460335E+00   0.2735245703469112E+00  -0.2983885991695860E+00   0.0000000000000000E+00   0.2382587724510258E-01
  0.1638361638361639E+00   0.0000000000000000E+00   0.2735110627631584E+00   0.2735110696306028E+00  -0.2983722202872180E+00   0.0000000000000000E+00   0.2382248884334446E-01
  0.1678321678321679E+00   0.0000000000000000E+00   0.2734970309107734E+00   0.2734970377434921E+00  -0.2983551972122654E+00   0.0000000000000000E+00   0.2381896741112773E-01
  0.1718281718281718E+00   0.0000000000000000E+00   0.2734824545333908E+00   0.2734824613300599E+00  -0.2983375137675946E+00   0.0000000000000000E+00   0.2381530962990431E-01
  0.1758241758241758E+00   0.0000000000000000E+00   0.2734673199147654E+00   0.2734673266740292E+00  -0.2983191533402583E+00   0.0000000000000000E+00   0.2381151209300048E-01
  0.1798201798201798E+00   0.0000000000000000E+00   0.2734516129666468E+00   0.2734516196871174E+00  -0.2983000988679978E+00   0.0000000000000000E+00   0.2380757130299148E-01
  0.1838161838161838E+00   0.0000000000000000E+00   0.2734353192176637E+00   0.2734353258979214E+00  -0.2982803328258533E+00   0.0000000000000000E+00   0.2380348366903624E-01
  0.1878121878121878E+00   0.0000000000000000E+00   0.2734184238014107E+00   0.2734184304400026E+00  -0.2982598372118647E+00   0.0000000000000000E+00   0.2379924550408745E-01
  0.1918081918081918E+00   0.0000000000000000E+00   0.2734009114444834E+00   0.2734009180399219E+00  -0.2982385935326725E+00   0.0000000000000000E+00   0.2379485302204291E-01
  0.1958041958041958E+00   0.0000000000000000E+00   0.2733827664538587E+00   0.2733827730046209E+00  -0.2982165827883610E+00   0.0000000000000000E+00   0.2379030233478027E-01
