# 
# Solution parameters:
# - rh = 0.22371
# - Omega_H = 0.99793
# - m = 1
#
# Convention for Wbar = r^p * W
# - p = 2
#
# Physical quantities
# - M = 0.127692
# - J = 0.00813421
# - j = 0.498867
# - MH/M = 0.996784
# - JH/J = 0.950822
#
  0.0000000000000000E+00  0.0000000000000000E+00  0.9801333691219850E-01  0.9801333271194987E-01 -0.9801338121555957E-01 -0.1224968132972052E-28  0.4994256854034454E-01
  0.2500000000000000E-02  0.0000000000000000E+00  0.9800572744268521E-01  0.9800572324374029E-01 -0.9800577174734935E-01  0.1037054369896288E-28  0.4994075244777861E-01
  0.5000000000000000E-02  0.0000000000000000E+00  0.9798275542318058E-01  0.9798275122686913E-01 -0.9798279973047702E-01  0.1168296951896070E-27  0.4993526872972643E-01
  0.7500000000000000E-02  0.0000000000000000E+00  0.9794421764734200E-01  0.9794421345413741E-01 -0.9794426195774344E-01  0.7358223540257117E-28  0.4992606533053128E-01
  0.1000000000000000E-01  0.0000000000000000E+00  0.9788992785144153E-01  0.9788992366162345E-01 -0.9788997216522691E-01 -0.5166941797310356E-28  0.4991309174621330E-01
  0.1250000000000000E-01  0.0000000000000000E+00  0.9781971750484342E-01  0.9781971331861203E-01 -0.9781976182221193E-01  0.9840622583075546E-28  0.4989629912187942E-01
  0.1500000000000000E-01  0.0000000000000000E+00  0.9773343655741420E-01  0.9773343237493400E-01 -0.9773348087852957E-01  0.1262314084337728E-27  0.4987564035030970E-01
  0.1750000000000000E-01  0.0000000000000000E+00  0.9763095413865092E-01  0.9763094996006683E-01 -0.9763099846365746E-01 -0.1211429003255582E-27  0.4985107017105517E-01
  0.2000000000000000E-01  0.0000000000000000E+00  0.9751215920379093E-01  0.9751215502923331E-01 -0.9751220353281799E-01 -0.1280749763995315E-27  0.4982254526987372E-01
  0.2250000000000000E-01  0.0000000000000000E+00  0.9737696112239905E-01  0.9737695695198861E-01 -0.9737700545556649E-01  0.1476884562385017E-28  0.4979002437830691E-01
  0.2500000000000000E-01  0.0000000000000000E+00  0.9722529020497989E-01  0.9722528603882308E-01 -0.9722533454239324E-01 -0.9531696067246959E-28  0.4975346837308509E-01
  0.2750000000000000E-01  0.0000000000000000E+00  0.9705709816356739E-01  0.9705709400176749E-01 -0.9705714250532915E-01  0.1032567830190073E-27  0.4971284037506384E-01
  0.3000000000000000E-01  0.0000000000000000E+00  0.9687235850266791E-01  0.9687235434532546E-01 -0.9687240284887759E-01  0.1708591040742081E-28  0.4966810584739284E-01
  0.3250000000000000E-01  0.0000000000000000E+00  0.9667106683722321E-01  0.9667106268443271E-01 -0.9667111118797427E-01 -0.2268858851367246E-28  0.4961923269255050E-01
  0.3500000000000000E-01  0.0000000000000000E+00  0.9645324113478794E-01  0.9645323698664167E-01 -0.9645328549017167E-01 -0.4170960468542199E-28  0.4956619134788870E-01
  0.3750000000000000E-01  0.0000000000000000E+00  0.9621892187949435E-01  0.9621891773608252E-01 -0.9621896623960001E-01 -0.2113358955124580E-28  0.4950895487926623E-01
  0.4000000000000000E-01  0.0000000000000000E+00  0.9596817215607932E-01  0.9596816801748974E-01 -0.9596821652099367E-01  0.8048939782641868E-28  0.4944749907241378E-01
  0.4250000000000000E-01  0.0000000000000000E+00  0.9570107765250334E-01  0.9570107351882111E-01 -0.9570112202231039E-01  0.2724882402293173E-28  0.4938180252153439E-01
  0.4500000000000000E-01  0.0000000000000000E+00  0.9541774658047941E-01  0.9541774245178679E-01 -0.9541779095526022E-01  0.1003935760577134E-27  0.4931184671472966E-01
  0.4750000000000000E-01  0.0000000000000000E+00  0.9511830951378354E-01  0.9511830539015945E-01 -0.9511835389361589E-01 -0.5861827548506902E-28  0.4923761611583167E-01
  0.5000000000000000E-01  0.0000000000000000E+00  0.9480291914446984E-01  0.9480291502599204E-01 -0.9480296352943035E-01  0.1014123579205618E-27  0.4915909824205008E-01
  0.5250000000000000E-01  0.0000000000000000E+00  0.9447174995824044E-01  0.9447174584498422E-01 -0.9447179434840315E-01 -0.1125660243580240E-27  0.4907628373710784E-01
  0.5500000000000000E-01  0.0000000000000000E+00  0.9412499783030148E-01  0.9412499372233929E-01 -0.9412504222573763E-01 -0.7979922508487318E-28  0.4898916643930357E-01
  0.5750000000000000E-01  0.0000000000000000E+00  0.9376287954381744E-01  0.9376287544122097E-01 -0.9376292394459732E-01 -0.1329263297305692E-27  0.4889774344405486E-01
  0.6000000000000000E-01  0.0000000000000000E+00  0.9338563223357053E-01  0.9338562813640766E-01 -0.9338567663976058E-01  0.1198743228053491E-27  0.4880201516045788E-01
  0.6250000000000000E-01  0.0000000000000000E+00  0.9299351275797611E-01  0.9299350866631184E-01 -0.9299355716963995E-01  0.2680239471868614E-28  0.4870198536143049E-01
  0.6500000000000000E-01  0.0000000000000000E+00  0.9258679700299476E-01  0.9258679291689294E-01 -0.9258684142019491E-01 -0.5036078193142550E-28  0.4859766122698178E-01
  0.6750000000000000E-01  0.0000000000000000E+00  0.9216577912211917E-01  0.9216577504164129E-01 -0.9216582354491541E-01  0.6201855297212923E-28  0.4848905338025895E-01
  0.7000000000000001E-01  0.0000000000000000E+00  0.9173077071672370E-01  0.9173076664192809E-01 -0.9173081514517299E-01  0.1224292003799078E-27  0.4837617591592046E-01
  0.7250000000000000E-01  0.0000000000000000E+00  0.9128209996171836E-01  0.9128209589266138E-01 -0.9128214439587527E-01 -0.7979922508487318E-28  0.4825904642055048E-01
