# Configuration IV  : a KBHSH close to the main branch of BSs (which are likely to be stable);
#                    - the input parameters are:  (r_H=0.1;  Omega_H=0.82; m=1)
#                    - ADM mass=0.933; ADM angular momentum 0.739
#                    - BH mass=0.234; BH angular momentum=0.114
#                    - Scalar field mass=0.699; Scalar field angular momentum=0.625
#
  0.0000000000000000E+00   0.0000000000000000E+00   0.1684249623654653E+01   0.1684246962012377E+01  -0.1757060476901728E+01   0.0000000000000000E+00   0.8200000000007277E+00
  0.3996003996003997E-02   0.0000000000000000E+00   0.1683630188131120E+01   0.1683627524412795E+01  -0.1756440327391882E+01   0.0000000000000000E+00   0.8197043309295919E+00
  0.7992007992007994E-02   0.0000000000000000E+00   0.1681758741247382E+01   0.1681756073916142E+01  -0.1754566712216832E+01   0.0000000000000000E+00   0.8188098872101822E+00
  0.1198801198801199E-01   0.0000000000000000E+00   0.1678625735453426E+01   0.1678623064440117E+01  -0.1751430031984852E+01   0.0000000000000000E+00   0.8173085691394616E+00
  0.1598401598401599E-01   0.0000000000000000E+00   0.1674235434094949E+01   0.1674232759408427E+01  -0.1747034483480539E+01   0.0000000000000000E+00   0.8151964880369532E+00
  0.1998001998001998E-01   0.0000000000000000E+00   0.1668605856318709E+01   0.1668603177978003E+01  -0.1741398006109741E+01   0.0000000000000000E+00   0.8124740614334783E+00
  0.2397602397602398E-01   0.0000000000000000E+00   0.1661768265410845E+01   0.1661765583459919E+01  -0.1734551771020082E+01   0.0000000000000000E+00   0.8091460092451404E+00
  0.2797202797202798E-01   0.0000000000000000E+00   0.1653766232627165E+01   0.1653763547144135E+01  -0.1726539246067770E+01   0.0000000000000000E+00   0.8052212527510342E+00
  0.3196803196803197E-01   0.0000000000000000E+00   0.1644654336875859E+01   0.1644651647978640E+01  -0.1717414897013801E+01   0.0000000000000000E+00   0.8007127227095430E+00
  0.3596403596403597E-01   0.0000000000000000E+00   0.1634496581373560E+01   0.1634493889222248E+01  -0.1707242605978925E+01   0.0000000000000000E+00   0.7956370871466135E+00
  0.3996003996003997E-01   0.0000000000000000E+00   0.1623364620681290E+01   0.1623361925477278E+01  -0.1696093900460995E+01   0.0000000000000000E+00   0.7900144125624335E+00
